epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.53125,1.3227100372314453,,
0,75,,,0.3640296757221222,1.2753612995147705
1,99,0.4375,1.2803969383239746,,
1,149,0.359375,1.274763822555542,,
1,151,,,0.37886279821395874,1.172825574874878
2,199,0.484375,1.1904668807983398,,
2,227,,,0.4103831946849823,1.1522570848464966
3,249,0.484375,1.1725177764892578,,
3,299,0.53125,1.1964445114135742,,
3,303,,,0.4110012352466583,1.1395087242126465
4,349,0.53125,1.323718786239624,,
4,379,,,0.4159456193447113,1.1469677686691284
5,399,0.53125,1.1729841232299805,,
5,449,0.5,1.1886521577835083,,
5,455,,,0.4264523983001709,1.1007620096206665
6,499,0.578125,1.1913220882415771,,
6,531,,,0.4301607012748718,1.1502867937088013
7,549,0.484375,1.1677829027175903,,
7,599,0.59375,1.0705095529556274,,
7,607,,,0.43819528818130493,1.1117368936538696
8,649,0.59375,1.1176960468292236,,
8,683,,,0.44375771284103394,1.0783171653747559
9,699,0.671875,1.033704161643982,,
9,749,0.5625,1.0996602773666382,,
9,759,,,0.4592089056968689,1.0655568838119507
10,799,0.59375,1.1182329654693604,,
10,835,,,0.47095179557800293,1.0605098009109497
11,849,0.578125,1.1322509050369263,,
11,899,0.5,1.0930933952331543,,
11,911,,,0.5129789710044861,1.05373215675354
12,949,0.5,1.1414430141448975,,
12,987,,,0.532138466835022,1.050168514251709
13,999,0.625,1.0488170385360718,,
13,1049,0.59375,1.046963095664978,,
13,1063,,,0.504944384098053,1.0936391353607178
14,1099,0.5,1.1695929765701294,,
14,1139,,,0.4703337550163269,1.0966614484786987
15,1149,0.515625,1.1970922946929932,,
15,1199,0.53125,1.1328481435775757,,
15,1215,,,0.4752781093120575,1.0941705703735352
16,1249,0.59375,1.0809073448181152,,
16,1291,,,0.5599505305290222,1.030319094657898
17,1299,0.5,1.1300488710403442,,
17,1349,0.390625,1.3357312679290771,,
17,1367,,,0.5092707276344299,1.0893945693969727
18,1399,0.5625,1.0819458961486816,,
18,1443,,,0.504326343536377,1.0364048480987549
19,1449,0.53125,1.0841829776763916,,
19,1499,0.421875,1.2495636940002441,,
19,1519,,,0.5135970115661621,1.0396194458007812
20,1549,0.5625,1.084390640258789,,
20,1595,,,0.5593324899673462,1.0365158319473267
21,1599,0.640625,1.0592081546783447,,
21,1649,0.640625,1.0447810888290405,,
21,1671,,,0.561186671257019,1.0246293544769287
22,1699,0.625,0.9985811114311218,,
22,1747,,,0.5537700653076172,1.0316922664642334
23,1749,0.6875,0.994056224822998,,
23,1799,0.65625,1.0327625274658203,,
23,1823,,,0.522249698638916,1.0314396619796753
24,1849,0.65625,1.0304821729660034,,
24,1899,0.6851851940155029,1.0271967649459839,,
24,1899,,,0.5543881058692932,1.0266969203948975
25,1949,0.640625,1.122559666633606,,
25,1975,,,0.5135970115661621,1.0414173603057861
26,1999,0.609375,1.112265944480896,,
26,2049,0.734375,1.0117130279541016,,
26,2051,,,0.48516687750816345,1.0285463333129883
27,2099,0.640625,1.0528302192687988,,
27,2127,,,0.488875150680542,1.0240132808685303
28,2149,0.65625,1.0184125900268555,,
28,2199,0.65625,1.063614845275879,,
28,2203,,,0.5537700653076172,1.0257140398025513
29,2249,0.671875,0.9829208850860596,,
29,2279,,,0.489493191242218,1.036346673965454
