epoch,step,train_acc,train_loss,val_acc,val_loss
3,2799,0.46875,1.5283042192459106,,
3,2849,0.28125,1.895364761352539,,
3,2899,0.4375,1.5511497259140015,,
3,2949,0.40625,1.5971999168395996,,
3,2999,0.375,1.6073158979415894,,
3,3049,0.28125,1.8525664806365967,,
3,3099,0.4375,1.51460862159729,,
3,3149,0.5,1.4924931526184082,,
3,3199,0.4375,1.4665884971618652,,
3,3249,0.34375,1.6662466526031494,,
3,3299,0.5,1.4831676483154297,,
3,3349,0.5,1.552202582359314,,
3,3399,0.3125,1.7114661931991577,,
3,3449,0.5,1.5194365978240967,,
3,3499,0.34375,1.824537992477417,,
3,3515,,,0.43780744075775146,1.4273796081542969
4,3549,0.46875,1.6470606327056885,,
4,3599,0.46875,1.476304531097412,,
4,3649,0.5,1.4718217849731445,,
4,3699,0.40625,1.5946842432022095,,
4,3749,0.34375,1.6900482177734375,,
4,3799,0.4375,1.6538242101669312,,
4,3849,0.46875,1.481959581375122,,
4,3899,0.21875,1.688480019569397,,
4,3949,0.5625,1.3936419486999512,,
4,3999,0.40625,1.674856185913086,,
4,4049,0.46875,1.4006668329238892,,
4,4099,0.21875,1.8851966857910156,,
4,4149,0.46875,1.4639983177185059,,
4,4199,0.40625,1.5434112548828125,,
4,4249,0.5,1.5522319078445435,,
4,4299,0.34375,1.620094656944275,,
4,4349,0.4375,1.66663658618927,,
4,4394,,,0.3722768723964691,1.485654592514038
5,4399,0.5,1.601095199584961,,
5,4449,0.34375,1.6966694593429565,,
5,4499,0.40625,1.489990234375,,
5,4549,0.5,1.5107581615447998,,
5,4599,0.3125,1.7123085260391235,,
5,4649,0.53125,1.5346771478652954,,
5,4699,0.59375,1.3150508403778076,,
5,4749,0.53125,1.4517799615859985,,
5,4799,0.34375,1.73968505859375,,
5,4849,0.53125,1.4128031730651855,,
5,4899,0.125,1.8948447704315186,,
5,4949,0.4375,1.5222793817520142,,
5,4999,0.53125,1.372037410736084,,
5,5049,0.4375,1.432020664215088,,
5,5099,0.40625,1.6207904815673828,,
5,5149,0.6875,1.3809027671813965,,
5,5199,0.40625,1.7420474290847778,,
5,5249,0.46875,1.4954005479812622,,
5,5273,,,0.44219958782196045,1.4296891689300537
6,5299,0.5,1.3881645202636719,,
6,5349,0.40625,1.3940589427947998,,
6,5399,0.375,1.555135726928711,,
6,5449,0.5,1.554450273513794,,
6,5499,0.53125,1.4683772325515747,,
6,5549,0.40625,1.573256254196167,,
6,5599,0.375,1.3933250904083252,,
6,5649,0.46875,1.5311416387557983,,
6,5699,0.4375,1.3522762060165405,,
6,5749,0.5,1.3407607078552246,,
6,5799,0.40625,1.3880188465118408,,
6,5849,0.46875,1.3832759857177734,,
6,5899,0.46875,1.5415406227111816,,
6,5949,0.5,1.5124351978302002,,
6,5999,0.34375,1.6568434238433838,,
6,6049,0.4375,1.394201636314392,,
6,6099,0.5,1.4480140209197998,,
6,6149,0.59375,1.5150508880615234,,
6,6152,,,0.4323612153530121,1.4059613943099976
7,6199,0.4375,1.4896007776260376,,
7,6249,0.53125,1.3640295267105103,,
7,6299,0.40625,1.5785789489746094,,
7,6349,0.40625,1.6311012506484985,,
7,6399,0.5625,1.359619140625,,
7,6449,0.53125,1.380367636680603,,
7,6499,0.5625,1.3411937952041626,,
7,6549,0.375,1.6431822776794434,,
7,6599,0.5625,1.4960060119628906,,
7,6649,0.25,1.7255607843399048,,
7,6699,0.375,1.5647891759872437,,
7,6749,0.46875,1.4947633743286133,,
7,6799,0.625,1.2987333536148071,,
7,6849,0.5,1.5144213438034058,,
7,6899,0.53125,1.5750048160552979,,
7,6949,0.5,1.450483798980713,,
7,6999,0.5,1.5440970659255981,,
7,7031,,,0.4031974673271179,1.421197772026062
8,7049,0.5,1.4381918907165527,,
8,7099,0.5,1.3426178693771362,,
8,7149,0.5625,1.3490833044052124,,
8,7199,0.5,1.3986001014709473,,
8,7249,0.4375,1.586656928062439,,
8,7299,0.4375,1.3629029989242554,,
8,7349,0.5625,1.3185615539550781,,
8,7399,0.46875,1.5205940008163452,,
8,7449,0.46875,1.661429524421692,,
8,7499,0.46875,1.3646782636642456,,
8,7549,0.5,1.528813362121582,,
8,7599,0.6875,1.2519675493240356,,
8,7649,0.4375,1.7570136785507202,,
8,7699,0.53125,1.3849241733551025,,
8,7749,0.5,1.3580524921417236,,
8,7799,0.59375,1.4149441719055176,,
8,7849,0.5,1.3677476644515991,,
8,7899,0.6875,1.3789129257202148,,
8,7910,,,0.3921293020248413,1.4257973432540894
9,7949,0.53125,1.2797825336456299,,
9,7999,0.5625,1.3729673624038696,,
9,8049,0.625,1.4262062311172485,,
9,8099,0.5,1.4180552959442139,,
9,8149,0.5625,1.305732011795044,,
9,8199,0.46875,1.4942058324813843,,
9,8249,0.8125,1.200164556503296,,
9,8299,0.4375,1.5224075317382812,,
9,8349,0.53125,1.4722366333007812,,
9,8399,0.46875,1.5174338817596436,,
9,8449,0.53125,1.4716743230819702,,
9,8499,0.46875,1.4138684272766113,,
9,8549,0.4375,1.4316803216934204,,
9,8599,0.4375,1.4287536144256592,,
9,8649,0.46875,1.5007753372192383,,
9,8699,0.5,1.4918535947799683,,
9,8749,0.59375,1.3655478954315186,,
9,8789,,,0.41373857855796814,1.4911413192749023
10,8799,0.5625,1.3635599613189697,,
10,8849,0.53125,1.3033535480499268,,
10,8899,0.59375,1.3586006164550781,,
10,8949,0.46875,1.3185771703720093,,
10,8999,0.5625,1.287766933441162,,
10,9049,0.46875,1.5343396663665771,,
10,9099,0.53125,1.420697808265686,,
10,9149,0.5,1.4193973541259766,,
10,9199,0.53125,1.29150390625,,
10,9249,0.53125,1.3821821212768555,,
10,9299,0.53125,1.461604118347168,,
10,9349,0.34375,1.5615918636322021,,
10,9399,0.4375,1.4296371936798096,,
10,9449,0.625,1.3120702505111694,,
10,9499,0.625,1.2089123725891113,,
10,9549,0.625,1.244828462600708,,
10,9599,0.4375,1.4349677562713623,,
10,9649,0.53125,1.4027611017227173,,
10,9668,,,0.4263879060745239,1.414175271987915
11,9699,0.40625,1.518417239189148,,
11,9749,0.4375,1.358492374420166,,
11,9799,0.59375,1.273510456085205,,
11,9849,0.625,1.2913436889648438,,
11,9899,0.53125,1.377454400062561,,
11,9949,0.4375,1.4356130361557007,,
11,9999,0.5,1.4039230346679688,,
11,10049,0.59375,1.3022955656051636,,
11,10099,0.59375,1.292903184890747,,
11,10149,0.5625,1.3715693950653076,,
11,10199,0.46875,1.3900718688964844,,
11,10249,0.53125,1.384222388267517,,
11,10299,0.53125,1.3765194416046143,,
11,10349,0.5,1.3385086059570312,,
11,10399,0.46875,1.4046657085418701,,
11,10449,0.375,1.4170140027999878,,
11,10499,0.46875,1.3794604539871216,,
11,10547,,,0.4270906448364258,1.501373052597046
12,10549,0.46875,1.4294366836547852,,
12,10599,0.65625,1.262467622756958,,
12,10649,0.59375,1.3242156505584717,,
12,10699,0.46875,1.4298121929168701,,
12,10749,0.34375,1.7051191329956055,,
12,10799,0.59375,1.268394112586975,,
12,10849,0.75,1.2723175287246704,,
12,10899,0.375,1.5787544250488281,,
12,10949,0.59375,1.3631011247634888,,
12,10999,0.53125,1.3319629430770874,,
12,11049,0.53125,1.4593265056610107,,
12,11099,0.53125,1.2630940675735474,,
12,11149,0.46875,1.3014072179794312,,
12,11199,0.46875,1.4553505182266235,,
12,11249,0.53125,1.5047614574432373,,
12,11299,0.5625,1.2779117822647095,,
12,11349,0.59375,1.3455848693847656,,
12,11399,0.59375,1.2535334825515747,,
12,11426,,,0.44132116436958313,1.4289666414260864
13,11449,0.65625,1.304905891418457,,
13,11499,0.6875,1.259672999382019,,
13,11549,0.59375,1.2421127557754517,,
13,11599,0.5,1.3106037378311157,,
13,11649,0.625,1.3360977172851562,,
13,11699,0.71875,1.2170249223709106,,
13,11749,0.53125,1.4369583129882812,,
13,11799,0.53125,1.3830318450927734,,
13,11849,0.5,1.4004507064819336,,
13,11899,0.59375,1.1709473133087158,,
13,11949,0.5625,1.3997669219970703,,
13,11999,0.59375,1.1632035970687866,,
13,12049,0.625,1.2507905960083008,,
13,12099,0.46875,1.3529335260391235,,
13,12149,0.5625,1.2141002416610718,,
13,12199,0.5625,1.2178163528442383,,
13,12249,0.625,1.3016529083251953,,
13,12299,0.71875,1.319554090499878,,
13,12305,,,0.4290231764316559,1.4324408769607544
14,12349,0.65625,1.1790776252746582,,
14,12399,0.40625,1.4665873050689697,,
14,12449,0.625,1.3542282581329346,,
14,12499,0.6875,1.239434838294983,,
14,12549,0.5625,1.2232367992401123,,
14,12599,0.59375,1.3182493448257446,,
14,12649,0.40625,1.4743552207946777,,
14,12699,0.59375,1.3302255868911743,,
14,12749,0.6875,1.223699927330017,,
14,12799,0.4375,1.4489240646362305,,
14,12849,0.53125,1.3717541694641113,,
14,12899,0.53125,1.3849551677703857,,
14,12949,0.5,1.2659088373184204,,
14,12999,0.5,1.28370201587677,,
14,13049,0.53125,1.3181638717651367,,
14,13099,0.6875,1.220561146736145,,
14,13149,0.53125,1.4385544061660767,,
14,13184,,,0.4205903112888336,1.4305461645126343
15,13199,0.53125,1.4034466743469238,,
15,13249,0.625,1.3435454368591309,,
15,13299,0.59375,1.3323369026184082,,
15,13349,0.625,1.3039016723632812,,
15,13399,0.4375,1.2196577787399292,,
15,13449,0.46875,1.3245254755020142,,
15,13499,0.6875,1.2530641555786133,,
15,13549,0.59375,1.3452680110931396,,
15,13599,0.59375,1.3415415287017822,,
15,13649,0.5625,1.4332808256149292,,
15,13699,0.375,1.458082914352417,,
15,13749,0.59375,1.2915208339691162,,
15,13799,0.53125,1.3409183025360107,,
15,13849,0.53125,1.4192276000976562,,
15,13899,0.71875,1.111454725265503,,
15,13949,0.5,1.3466792106628418,,
15,13999,0.65625,1.1527683734893799,,
15,14049,0.625,1.2942308187484741,,
15,14063,,,0.4116303622722626,1.4446828365325928
