epoch,step,test_fusion_acc,train_acc,train_loss,val_acc,val_loss
0,49,,0.5625,1.3111364841461182,,
0,99,,0.4375,1.4369878768920898,,
0,149,,0.34375,1.4662768840789795,,
0,151,,,,0.40049442648887634,1.1735198497772217
1,199,,0.46875,1.2807836532592773,,
1,249,,0.40625,1.3128325939178467,,
1,299,,0.53125,1.3210155963897705,,
1,303,,,,0.3770086467266083,1.1532118320465088
2,349,,0.65625,1.2367098331451416,,
2,399,,0.40625,1.387737512588501,,
2,449,,0.5625,1.2445666790008545,,
2,455,,,,0.4215080440044403,1.163267731666565
3,499,,0.5625,1.2956124544143677,,
3,549,,0.5,1.3202096223831177,,
3,599,,0.46875,1.3936355113983154,,
3,607,,,,0.5543881058692932,1.079581379890442
4,649,,0.5,1.3018872737884521,,
4,699,,0.78125,1.1409595012664795,,
4,749,,0.5625,1.212945580482483,,
4,759,,,,0.6106303930282593,1.0565712451934814
5,799,,0.59375,1.1846898794174194,,
5,849,,0.625,1.2051873207092285,,
5,899,,0.6875,1.2111700773239136,,
5,911,,,,0.5957973003387451,1.0543630123138428
6,949,,0.46875,1.2597274780273438,,
6,999,,0.65625,1.189829707145691,,
6,1049,,0.5,1.349108338356018,,
6,1063,,,,0.477750301361084,1.0740293264389038
7,1099,,0.6875,1.1972039937973022,,
7,1149,,0.53125,1.3216049671173096,,
7,1199,,0.59375,1.2208290100097656,,
7,1215,,,,0.5920889973640442,1.0348432064056396
8,1249,,0.5625,1.2509523630142212,,
8,1299,,0.65625,1.208770990371704,,
8,1349,,0.53125,1.2282474040985107,,
8,1367,,,,0.48269468545913696,1.0517182350158691
9,1399,,0.5625,1.162599802017212,,
9,1449,,0.78125,1.083358645439148,,
9,1499,,0.6875,1.1395480632781982,,
9,1519,,,,0.5772558450698853,1.0050904750823975
10,1549,,0.65625,1.142956256866455,,
10,1599,,0.46875,1.1828323602676392,,
10,1649,,0.46875,1.2279365062713623,,
10,1671,,,,0.5203955769538879,1.0109373331069946
11,1699,,0.65625,1.2059346437454224,,
11,1749,,0.53125,1.1627044677734375,,
11,1799,,0.65625,1.1901915073394775,,
11,1823,,,,0.5,1.0188525915145874
12,1849,,0.53125,1.1760503053665161,,
12,1899,,0.5,1.2404682636260986,,
12,1949,,0.5625,1.2687017917633057,,
12,1975,,,,0.6223732829093933,1.0033862590789795
13,1999,,0.75,1.0842978954315186,,
13,2049,,0.625,1.1518762111663818,,
13,2099,,0.75,1.1631675958633423,,
13,2127,,,,0.504944384098053,1.0388188362121582
14,2149,,0.53125,1.1297450065612793,,
14,2199,,0.65625,1.166494607925415,,
14,2249,,0.78125,1.0223002433776855,,
14,2279,,,,0.5698392987251282,1.0096842050552368
15,2299,,0.625,1.1594741344451904,,
15,2349,,0.75,1.0330106019973755,,
15,2399,,0.59375,1.2108012437820435,,
15,2431,,,,0.5945611596107483,1.0034606456756592
16,2449,,0.71875,1.160698652267456,,
16,2499,,0.65625,1.1487988233566284,,
16,2549,,0.625,1.1584293842315674,,
16,2583,,,,0.515451192855835,1.0123704671859741
17,2599,,0.5,1.1744484901428223,,
17,2649,,0.53125,1.1809779405593872,,
17,2699,,0.5625,1.1647131443023682,,
17,2735,,,,0.5704573392868042,1.0010559558868408
18,2749,,0.625,1.1755415201187134,,
18,2799,,0.5625,1.1374526023864746,,
18,2849,,0.75,1.1105494499206543,,
18,2887,,,,0.5927070379257202,1.0020562410354614
19,2899,,0.40625,1.2637081146240234,,
19,2949,,0.625,1.153977632522583,,
19,2999,,0.5625,1.219049096107483,,
19,3039,,,,0.5543881058692932,1.0118588209152222
20,3049,,0.6875,1.079667091369629,,
20,3099,,0.78125,1.1687679290771484,,
20,3149,,0.59375,1.1788018941879272,,
20,3191,,,,0.5760197639465332,1.0007085800170898
21,3199,,0.75,1.111814022064209,,
21,3249,,0.59375,1.103462815284729,,
21,3299,,0.75,1.103426218032837,,
21,3343,,,,0.5865265727043152,0.9980515241622925
22,3349,,0.78125,1.0578800439834595,,
22,3399,,0.6875,1.08992338180542,,
22,3449,,0.625,1.1842753887176514,,
22,3495,,,,0.5908529162406921,1.0053085088729858
23,3499,,0.75,1.0735366344451904,,
23,3549,,0.75,1.1400299072265625,,
23,3599,,0.75,1.0741913318634033,,
23,3647,,,,0.5927070379257202,1.0022584199905396
24,3649,,0.5625,1.138122797012329,,
24,3699,,0.5625,1.127174973487854,,
24,3749,,0.78125,1.029465913772583,,
24,3799,,0.7727272510528564,1.0830435752868652,,
24,3799,,,,0.6056860089302063,1.0013996362686157
25,3849,,0.53125,1.21038818359375,,
25,3899,,0.46875,1.2134404182434082,,
25,3949,,0.65625,1.1626871824264526,,
25,3951,,,,0.6285537481307983,1.0038576126098633
26,3999,,0.71875,1.1263420581817627,,
26,4049,,0.6875,1.1165087223052979,,
26,4099,,0.65625,1.1168750524520874,,
26,4103,,,,0.511124849319458,1.0052906274795532
27,4149,,0.5,1.2118710279464722,,
27,4199,,0.84375,1.0567305088043213,,
27,4249,,0.71875,1.1682802438735962,,
27,4255,,,,0.6093943119049072,1.0009135007858276
28,4299,,0.625,1.1816385984420776,,
28,4349,,0.625,1.140390157699585,,
28,4399,,0.59375,1.1665459871292114,,
28,4407,,,,0.6063040494918823,1.0023897886276245
29,4449,,0.6875,1.1266902685165405,,
