epoch,step,test_fusion_acc,train_acc,train_loss,val_acc,val_loss
29,4499,,0.65625,1.1013388633728027,,
29,4549,,0.6875,1.1714284420013428,,
29,4559,,,,0.517305314540863,1.0042541027069092
30,4599,,0.65625,1.1542516946792603,,
30,4649,,0.71875,1.0672123432159424,,
30,4699,,0.6875,1.109013319015503,,
30,4711,,,,0.6069221496582031,1.0019588470458984
31,4749,,0.75,1.1399955749511719,,
31,4799,,0.59375,1.1199066638946533,,
31,4849,,0.65625,1.1563398838043213,,
31,4863,,,,0.6100123524665833,1.0017282962799072
32,4899,,0.625,1.1617202758789062,,
32,4949,,0.75,1.0799740552902222,,
32,4999,,0.5625,1.1339588165283203,,
32,5015,,,,0.5995055437088013,1.0025062561035156
33,5049,,0.59375,1.187453031539917,,
33,5099,,0.625,1.1921005249023438,,
33,5149,,0.75,1.097308874130249,,
33,5167,,,,0.6081582307815552,1.0013189315795898
34,5199,,0.5625,1.1492974758148193,,
34,5249,,0.625,1.1379327774047852,,
34,5299,,0.53125,1.2381253242492676,,
34,5319,,,,0.6038318872451782,1.0021225214004517
35,5320,0.7227856516838074,,,,
