epoch,step,test_fusion_acc,train_acc,train_loss,val_acc,val_loss
19,2999,,0.09375,1.610288143157959,,
19,3039,,,,0.18912237882614136,1.609586238861084
20,3049,,0.25,1.6007177829742432,,
20,3099,,0.125,1.6148779392242432,,
20,3149,,0.28125,1.6030516624450684,,
20,3191,,,,0.18912237882614136,1.6094045639038086
21,3199,,0.1875,1.6062254905700684,,
21,3249,,0.21875,1.616049885749817,,
21,3299,,0.1875,1.605991244316101,,
21,3343,,,,0.18912237882614136,1.6094045639038086
22,3349,,0.15625,1.6214356422424316,,
22,3399,,0.1875,1.602719783782959,,
22,3449,,0.15625,1.612583041191101,,
22,3495,,,,0.18912237882614136,1.6093798875808716
23,3499,,0.21875,1.6061034202575684,,
23,3549,,0.25,1.6058202981948853,,
23,3599,,0.3125,1.60693359375,,
23,3647,,,,0.18912237882614136,1.6094045639038086
24,3649,,0.125,1.611386775970459,,
24,3699,,0.15625,1.6065527200698853,,
24,3749,,0.1875,1.606528401374817,,
24,3799,,0.3636363744735718,1.6028976440429688,,
24,3799,,,,0.18912237882614136,1.6097708940505981
25,3849,,0.25,1.6034178733825684,,
25,3899,,0.21875,1.6077051162719727,,
25,3949,,0.28125,1.6146483421325684,,
25,3951,,,,0.18912237882614136,1.609586238861084
26,3999,,0.1875,1.603305697441101,,
26,4049,,0.21875,1.6075682640075684,,
26,4099,,0.1875,1.6100342273712158,,
26,4103,,,,0.18912237882614136,1.609586238861084
27,4149,,0.125,1.6195068359375,,
27,4199,,0.28125,1.6050878763198853,,
27,4249,,0.25,1.6091504096984863,,
27,4255,,,,0.18912237882614136,1.6093852519989014
28,4299,,0.21875,1.6026854515075684,,
28,4349,,0.15625,1.6098779439926147,,
28,4399,,0.0625,1.6108887195587158,,
28,4407,,,,0.18912237882614136,1.609586238861084
29,4449,,0.25,1.6039307117462158,,
29,4499,,0.1875,1.6061522960662842,,
29,4549,,0.28125,1.6012451648712158,,
29,4559,,,,0.18912237882614136,1.609586238861084
30,4599,,0.25,1.6075196266174316,,
30,4649,,0.125,1.616943359375,,
30,4699,,0.15625,1.603330135345459,,
30,4711,,,,0.18912237882614136,1.609586238861084
31,4749,,0.3125,1.5976073741912842,,
31,4799,,0.1875,1.6143555641174316,,
31,4849,,0.3125,1.6076416969299316,,
31,4863,,,,0.18912237882614136,1.609586238861084
32,4899,,0.21875,1.6128027439117432,,
32,4949,,0.1875,1.607177734375,,
32,4999,,0.21875,1.6123290061950684,,
32,5015,,,,0.18912237882614136,1.6093852519989014
33,5049,,0.125,1.606870174407959,,
33,5099,,0.3125,1.6050047874450684,,
33,5149,,0.125,1.6033935546875,,
33,5167,,,,0.18912237882614136,1.609586238861084
34,5199,,0.28125,1.6132569313049316,,
34,5249,,0.28125,1.6120848655700684,,
34,5299,,0.21875,1.6044921875,,
34,5319,,,,0.18912237882614136,1.609586238861084
35,5349,,0.28125,1.608066439628601,,
35,5399,,0.1875,1.6089599132537842,,
35,5449,,0.1875,1.6075537204742432,,
35,5471,,,,0.18912237882614136,1.6093852519989014
36,5499,,0.21875,1.6093847751617432,,
36,5549,,0.15625,1.624472737312317,,
36,5599,,0.21875,1.6109716892242432,,
36,5623,,,,0.18912237882614136,1.6093852519989014
37,5649,,0.125,1.604428768157959,,
37,5699,,0.28125,1.604526400566101,,
37,5749,,0.21875,1.611997127532959,,
37,5775,,,,0.18912237882614136,1.6093852519989014
38,5799,,0.25,1.6024658679962158,,
38,5849,,0.28125,1.602783203125,,
38,5899,,0.25,1.6008543968200684,,
38,5927,,,,0.18912237882614136,1.609586238861084
39,5949,,0.3125,1.6094727516174316,,
39,5999,,0.25,1.6064550876617432,,
39,6049,,0.25,1.6028320789337158,,
39,6079,,,,0.18912237882614136,1.609586238861084
40,6099,,0.21875,1.6042723655700684,,
40,6149,,0.25,1.6070654392242432,,
40,6199,,0.1875,1.615805745124817,,
40,6231,,,,0.18912237882614136,1.6093852519989014
41,6249,,0.125,1.6136327981948853,,
41,6299,,0.15625,1.6115479469299316,,
41,6349,,0.25,1.610019564628601,,
41,6383,,,,0.18912237882614136,1.6093852519989014
42,6399,,0.21875,1.6059423685073853,,
42,6449,,0.21875,1.604526400566101,,
42,6499,,0.1875,1.6077978610992432,,
42,6535,,,,0.18912237882614136,1.6093852519989014
43,6549,,0.125,1.6171728372573853,,
43,6599,,0.21875,1.608359456062317,,
43,6649,,0.125,1.6227880716323853,,
43,6687,,,,0.18912237882614136,1.6093852519989014
44,6699,,0.125,1.605918049812317,,
44,6749,,0.28125,1.606162190437317,,
44,6799,,0.3125,1.597739338874817,,
44,6839,,,,0.18912237882614136,1.6093852519989014
45,6849,,0.15625,1.613608479499817,,
45,6899,,0.21875,1.6115233898162842,,
45,6949,,0.15625,1.613950252532959,,
45,6991,,,,0.18912237882614136,1.6093852519989014
46,6999,,0.25,1.6135351657867432,,
46,7049,,0.25,1.608969807624817,,
46,7099,,0.3125,1.6124365329742432,,
46,7143,,,,0.18912237882614136,1.6093852519989014
47,7149,,0.21875,1.6048437356948853,,
47,7199,,0.125,1.6144530773162842,,
47,7249,,0.1875,1.6147217750549316,,
47,7295,,,,0.18912237882614136,1.6093852519989014
48,7299,,0.25,1.603940486907959,,
48,7349,,0.28125,1.608335018157959,,
48,7399,,0.125,1.602500081062317,,
48,7447,,,,0.18912237882614136,1.6093852519989014
49,7449,,0.21875,1.6138769388198853,,
49,7499,,0.0625,1.6280615329742432,,
49,7549,,0.09375,1.616538166999817,,
49,7599,,0.13636364042758942,1.6096023321151733,,
49,7599,,,,0.18912237882614136,1.6093852519989014
50,7600,0.2231237292289734,,,,
